,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,DroppedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallForwardingCalls,CallWaitingCalls,MonthsInService,Age,CreditRating,PrizmCode,Occupation,MaritalStatus
10482,No,20,29,20,0,0,0,0,4,0,0,6,7,0,0,22,62,2-High,Other,Other,Unknown
10483,No,331,1793,70,872,61,8,9,270,98,29,193,168,0,3,28,58,5-Low,Other,Other,No
10484,No,50,294,50,0,0,8,0,18,19,0,80,31,0,0,24,34,2-High,Suburban,Other,Yes
10485,Yes,59,657,55,60,0,2,0,82,15,4,52,55,0,0,22,20,3-Good,Other,Other,Unknown
10486,No,30,22,30,0,0,0,0,6,0,0,7,10,0,0,28,32,1-Highest,Suburban,Other,Unknown
10487,Yes,111,651,110,0,0,13,0,159,63,29,110,146,0,3,22,56,2-High,Other,Other,No
10488,Yes,43,579,38,19,0,44,0,189,27,6,109,147,0,3,26,64,2-High,Town,Professional,Yes
10489,Yes,175,1830,50,516,0,26,3,399,91,37,151,253,0,22,22,52,3-Good,Other,Professional,Yes
10490,No,19,26,20,0,0,0,0,0,0,0,11,2,0,0,26,48,2-High,Other,Professional,Yes
10491,No,52,562,60,0,0,18,0,94,12,2,125,71,0,1,22,36,4-Medium,Suburban,Professional,No
10492,No,64,417,48,59,2,0,0,44,5,3,23,43,0,0,22,56,3-Good,Town,Other,Yes
10493,Yes,71,166,40,88,0,4,0,0,0,0,23,0,0,0,28,28,2-High,Suburban,Other,Unknown
10494,Yes,60,721,70,106,0,10,1,314,55,61,141,164,0,4,22,26,2-High,Town,Other,No
10495,No,33,906,10,87,0,14,0,51,30,5,162,112,0,2,26,30,2-High,Other,Other,No
10496,Yes,56,579,62,0,0,23,0,193,65,16,110,82,0,1,28,31,5-Low,Other,Other,Unknown
10497,Yes,9,479,10,0,0,28,3,29,3,7,104,39,0,0,26,32,2-High,Other,Other,Unknown
10498,No,11,6,30,0,0,0,0,0,0,0,0,0,0,0,28,68,2-High,Other,Professional,No
10499,Yes,60,168,45,53,0,0,0,59,9,2,63,8,0,1,28,40,2-High,Suburban,Other,Unknown
10500,Yes,53,290,50,0,2,3,0,30,7,0,66,22,0,0,24,58,3-Good,Rural,Other,Yes
10501,No,103,1062,55,113,0,33,6,252,6,6,211,299,0,0,24,36,5-Low,Other,Other,Unknown
10502,No,52,567,60,0,0,12,2,153,64,38,203,120,0,3,24,32,5-Low,Other,Other,No
10503,No,77,1702,68,6,0,24,327,683,55,28,308,426,0,11,24,26,2-High,Suburban,Other,No
10504,Yes,82,293,81,34,0,3,0,28,14,1,70,24,0,0,22,38,3-Good,Suburban,Other,No
10505,No,29,34,40,0,0,0,0,4,0,0,19,2,0,0,24,72,3-Good,Suburban,Professional,Yes
10506,No,40,302,50,0,0,6,0,87,54,32,141,55,0,1,28,42,5-Low,Other,Other,Unknown
10507,No,74,502,75,0,2,13,0,0,6,0,48,25,0,0,28,42,2-High,Suburban,Other,Unknown
10508,Yes,60,456,50,28,0,19,0,48,27,2,117,24,0,1,26,38,2-High,Suburban,Other,Yes
10509,No,119,1014,102,9,0,9,3,191,27,11,113,66,0,0,24,34,2-High,Suburban,Professional,No
10510,Yes,43,255,35,0,0,12,0,21,9,2,29,40,0,0,24,24,5-Low,Other,Other,No
10511,Yes,42,243,30,26,0,6,2,60,9,2,54,27,0,0,24,52,7-Lowest,Town,Other,Yes
10512,No,73,1504,93,0,0,23,9,406,48,24,209,91,0,13,24,47,5-Low,Suburban,Other,Unknown
10513,No,32,89,32,0,0,0,0,14,6,2,24,12,0,0,26,40,4-Medium,Town,Other,Yes
10514,Yes,41,316,50,0,0,7,0,60,40,6,64,76,0,2,26,38,6-VeryLow,Other,Professional,Yes
10515,No,64,483,40,42,1,11,0,50,41,2,172,51,0,0,26,34,1-Highest,Other,Other,No
10516,No,141,618,38,292,0,1,2,45,9,0,101,24,0,0,22,34,2-High,Other,Other,Yes
10517,No,59,207,30,70,4,1,0,89,12,7,50,16,0,0,28,24,3-Good,Other,Other,No
10518,Yes,33,42,30,0,0,0,0,17,4,0,15,1,0,0,26,42,1-Highest,Suburban,Self,Yes
10519,Yes,39,402,32,6,2,9,3,78,14,3,113,23,0,0,28,66,2-High,Town,Professional,Yes
10520,No,74,278,54,68,2,0,0,66,4,0,75,5,0,0,26,55,4-Medium,Town,Other,Unknown
10521,No,87,842,80,0,0,20,0,185,79,18,353,88,0,1,28,46,2-High,Suburban,Other,Yes
10522,No,124,464,45,153,0,18,0,35,8,0,176,29,0,1,26,42,1-Highest,Suburban,Other,No
10523,Yes,57,236,30,78,0,5,0,73,16,9,80,36,0,0,26,58,4-Medium,Other,Other,No
10524,No,61,265,60,0,0,14,0,17,13,1,55,34,0,0,22,30,2-High,Suburban,Other,No
10525,No,51,226,50,0,0,2,1,44,23,9,45,42,0,1,22,38,4-Medium,Other,Other,Yes
10526,No,25,30,25,0,0,0,0,1,1,0,9,4,0,0,22,56,1-Highest,Other,Other,Yes
10527,No,53,754,50,31,0,6,4,199,54,12,100,71,0,1,28,22,2-High,Other,Other,No
10528,No,24,84,25,0,0,1,0,0,15,0,31,15,0,0,26,52,2-High,Town,Other,No
10529,No,19,52,17,6,0,2,0,0,0,0,30,11,0,0,26,48,2-High,Suburban,Professional,Unknown
10530,No,34,7,35,0,0,0,0,0,0,0,2,2,0,0,24,54,2-High,Town,Professional,Yes
10531,No,29,70,30,0,0,4,0,3,6,1,30,5,0,0,24,46,2-High,Suburban,Professional,Unknown
10532,No,44,411,25,52,0,4,4,0,52,0,56,104,0,0,26,62,2-High,Other,Professional,Yes
10533,No,21,107,21,0,0,1,1,7,4,0,28,24,0,0,22,54,5-Low,Other,Other,Unknown
10534,No,60,378,50,0,0,6,0,75,18,12,120,57,0,1,22,24,4-Medium,Other,Other,No
10535,No,35,404,45,22,0,1,0,41,9,2,59,48,0,1,24,38,2-High,Suburban,Professional,Yes
10536,No,66,549,50,46,0,3,0,70,14,3,76,92,0,0,22,48,4-Medium,Other,Professional,No
10537,No,50,347,49,2,0,1,1,43,16,0,58,75,0,2,28,32,4-Medium,Other,Crafts,No
10538,No,50,217,50,0,0,6,0,2,2,0,70,50,0,0,24,28,6-VeryLow,Suburban,Other,Unknown
10539,No,38,16,20,0,0,0,0,0,0,0,3,2,0,0,22,52,2-High,Other,Professional,No
10540,Yes,34,107,30,12,0,0,0,6,0,0,30,4,0,0,28,74,6-VeryLow,Town,Professional,Unknown
10541,No,48,262,35,28,0,4,0,52,36,10,81,34,0,0,24,31,2-High,Other,Other,Unknown
10542,No,102,601,70,90,0,6,2,93,17,3,72,25,0,0,22,32,3-Good,Suburban,Other,Unknown
10543,Yes,55,331,50,11,1,7,0,65,10,5,57,27,0,0,24,48,1-Highest,Other,Other,No
10544,No,30,60,30,0,0,1,0,3,3,0,9,8,0,0,28,38,1-Highest,Other,Professional,Yes
10545,No,55,94,55,0,0,1,0,11,5,4,28,10,0,0,22,36,3-Good,Other,Other,No
10546,No,65,239,30,26,0,2,0,13,16,2,58,32,0,0,22,52,2-High,Suburban,Other,Yes
10547,No,156,824,70,150,46,4,0,65,27,11,29,23,0,0,24,37,2-High,Suburban,Other,Unknown
10548,Yes,37,299,40,8,0,4,0,13,15,1,62,38,0,1,22,52,2-High,Other,Other,Unknown
10549,No,54,516,35,40,0,1,3,137,14,11,151,95,1,2,26,26,3-Good,Other,Professional,No
10550,No,48,55,35,0,0,0,0,8,5,0,25,6,0,0,22,34,4-Medium,Suburban,Professional,No
10551,No,143,620,35,230,0,9,0,192,11,0,118,24,0,0,28,30,2-High,Suburban,Other,Yes
10552,Yes,15,2,15,0,0,0,0,0,0,0,0,0,0,0,26,42,1-Highest,Suburban,Other,Unknown
10553,No,55,863,60,14,0,6,1,150,45,21,149,99,0,0,24,34,2-High,Town,Professional,Yes
10554,Yes,18,23,15,9,0,1,0,2,1,0,7,3,0,0,24,28,1-Highest,Other,Other,Yes
10555,No,107,630,105,0,0,9,2,157,42,13,126,90,0,1,28,30,5-Low,Other,Other,Yes
10556,No,53,584,60,0,1,17,0,95,21,1,175,84,0,0,28,58,2-High,Other,Other,Yes
10557,No,41,572,50,0,0,2,0,0,2,0,43,44,0,0,28,52,2-High,Town,Other,No
10558,Yes,41,263,32,30,0,1,0,27,9,7,55,4,0,0,24,46,2-High,Rural,Professional,Yes
10559,Yes,40,342,40,22,0,23,1,45,28,2,104,90,0,3,24,48,4-Medium,Suburban,Clerical,Yes
10560,No,51,277,60,0,0,13,0,62,27,28,83,39,0,0,22,48,2-High,Suburban,Professional,Yes
10561,No,66,212,53,0,2,0,0,54,9,10,53,21,0,0,26,54,2-High,Town,Other,Unknown
10562,No,48,652,47,27,0,8,9,58,20,9,76,103,0,0,22,52,5-Low,Suburban,Other,Yes
10563,No,59,286,30,78,0,0,0,0,0,0,0,0,0,0,22,56,2-High,Suburban,Other,Unknown
10564,No,61,347,70,0,0,0,0,126,6,7,52,44,0,0,22,26,4-Medium,Town,Other,Yes
10565,No,98,1500,75,80,0,10,1,470,151,40,358,154,0,11,22,50,5-Low,Suburban,Other,Yes
10566,No,21,33,15,19,0,0,0,0,0,0,11,4,0,0,26,54,6-VeryLow,Suburban,Professional,No
10567,No,30,90,30,1,0,0,0,0,0,0,11,3,0,0,28,72,3-Good,Suburban,Retired,Yes
10568,Yes,50,228,50,0,0,0,0,0,0,0,8,6,0,0,22,60,2-High,Other,Retired,Yes
10569,No,33,54,40,0,0,3,0,1,0,0,17,9,0,0,26,36,1-Highest,Town,Other,Yes
10570,No,32,164,40,0,1,0,0,31,2,0,17,2,0,0,24,54,3-Good,Suburban,Other,Yes
10571,No,85,582,90,0,0,5,0,65,13,1,116,47,0,1,28,54,2-High,Other,Professional,No
10572,No,84,374,42,46,22,9,0,46,33,7,45,61,0,0,22,32,2-High,Other,Other,Unknown
10573,No,30,80,30,0,0,2,0,11,12,0,38,12,0,0,26,62,2-High,Other,Student,No
10574,No,64,856,71,0,0,8,0,105,27,9,259,14,0,1,22,42,2-High,Suburban,Professional,Unknown
10575,No,49,23,60,0,0,0,0,0,1,1,5,3,0,0,26,48,4-Medium,Other,Other,Yes
10576,No,50,177,30,56,0,2,0,50,13,2,35,28,0,1,22,46,2-High,Other,Professional,Yes
10577,No,90,853,87,7,0,6,0,54,11,0,44,48,0,0,28,38,6-VeryLow,Suburban,Other,No
10578,No,42,154,30,32,0,1,0,25,4,0,24,10,0,0,22,66,4-Medium,Suburban,Professional,No
10579,Yes,67,233,32,92,0,4,0,22,22,4,73,71,0,0,22,40,1-Highest,Suburban,Other,Unknown
10580,No,56,1517,62,19,0,14,17,129,53,14,164,322,0,5,26,36,5-Low,Suburban,Other,Unknown
10581,Yes,10,10,10,0,0,0,0,0,0,0,0,0,0,0,22,26,1-Highest,Other,Other,Unknown
10582,Yes,10,0,10,0,0,0,0,0,0,0,0,0,0,0,24,34,2-High,Suburban,Other,Unknown
10583,No,29,349,30,0,0,2,2,129,22,17,155,49,0,0,26,44,2-High,Other,Clerical,Yes
10584,Yes,68,952,55,50,0,27,0,589,23,31,221,136,0,0,28,29,7-Lowest,Other,Other,Unknown
10585,No,35,112,32,9,0,0,0,26,14,0,45,8,0,0,28,32,4-Medium,Other,Professional,No
10586,Yes,76,833,70,86,0,3,0,276,77,48,116,71,0,0,28,56,2-High,Other,Professional,Yes
10587,No,10,52,10,0,0,1,0,12,6,5,17,17,0,0,22,56,3-Good,Other,Other,Yes
10588,No,24,0,25,0,0,0,0,0,0,0,0,0,0,0,24,26,5-Low,Suburban,Other,Unknown
10589,No,54,135,30,15,18,2,0,2,10,1,26,7,0,0,22,36,2-High,Other,Professional,No
10590,Yes,41,312,30,31,0,4,0,40,7,0,46,31,0,0,24,20,4-Medium,Rural,Other,Unknown
10591,No,58,614,51,27,0,15,1,155,44,10,121,94,0,0,26,42,3-Good,Other,Other,Unknown
10592,No,95,646,60,120,8,9,0,180,63,4,290,57,0,0,22,52,2-High,Suburban,Other,Yes
10593,No,35,25,45,0,0,4,0,1,0,0,2,0,0,0,22,60,1-Highest,Suburban,Professional,Yes
10594,No,124,764,60,54,0,9,6,105,39,9,145,103,0,0,26,26,4-Medium,Other,Other,No
10595,Yes,102,1630,75,93,0,13,0,413,66,19,410,593,0,28,24,48,2-High,Suburban,Professional,Yes
10596,No,73,240,76,0,0,2,0,84,28,9,55,17,0,0,22,28,3-Good,Other,Other,Unknown
10597,No,50,194,60,0,0,2,0,27,4,2,30,15,0,0,22,28,2-High,Suburban,Professional,Yes
10598,No,24,290,29,0,0,0,0,66,11,4,67,78,0,0,22,22,4-Medium,Other,Other,Unknown
10599,No,31,282,30,4,0,3,0,58,11,0,78,43,0,0,28,44,2-High,Suburban,Other,Unknown
10600,Yes,38,361,30,24,0,5,0,145,57,25,68,73,0,1,22,45,3-Good,Suburban,Other,Unknown
10601,Yes,38,460,36,0,0,8,0,25,6,0,86,23,0,0,28,28,4-Medium,Suburban,Other,No
10602,Yes,36,98,30,8,0,0,0,6,5,1,31,3,0,0,24,20,3-Good,Rural,Other,No
10603,Yes,36,231,45,0,0,0,0,0,0,0,0,0,0,0,26,54,2-High,Other,Other,Yes
10604,No,57,1424,60,28,0,8,15,289,23,6,139,175,0,9,24,36,5-Low,Other,Other,Yes
10605,No,180,4353,77,283,13,44,5,1226,112,30,303,318,0,16,28,24,5-Low,Other,Other,No
10606,No,62,881,85,0,0,7,0,273,30,1,119,79,0,1,28,51,2-High,Other,Other,Unknown
10607,No,32,258,30,5,0,1,3,59,16,0,55,18,0,0,22,34,2-High,Other,Other,No
10608,Yes,22,38,20,0,0,0,0,0,0,0,13,1,0,0,24,48,2-High,Other,Other,Unknown
10609,No,19,13,15,4,0,0,0,0,0,0,3,3,0,0,22,48,1-Highest,Suburban,Other,No
10610,Yes,28,104,20,16,0,0,0,9,0,0,17,6,0,0,24,32,2-High,Other,Other,Yes
10611,Yes,54,504,50,2,0,13,9,92,19,3,100,72,0,0,24,56,1-Highest,Suburban,Other,Unknown
10612,No,169,1776,85,366,2,3,1,937,25,5,394,143,0,29,28,52,2-High,Town,Other,No
10613,No,50,405,70,0,0,0,0,37,31,2,74,57,0,0,22,54,2-High,Other,Retired,No
10614,No,48,269,50,0,0,1,0,16,3,0,56,15,0,0,24,34,2-High,Town,Other,No
10615,No,42,110,42,0,0,0,0,38,19,5,43,10,0,0,22,44,2-High,Suburban,Other,Unknown
10616,No,46,191,30,34,0,2,0,32,9,3,102,3,0,0,28,50,2-High,Other,Professional,Yes
10617,No,56,615,55,44,0,7,0,100,75,14,97,115,0,3,22,42,7-Lowest,Other,Other,Unknown
10618,No,107,1012,83,95,1,20,12,207,24,0,289,134,0,0,22,63,5-Low,Other,Other,Unknown
10619,No,88,1272,85,0,0,2,2,185,34,7,180,152,0,3,22,64,3-Good,Other,Other,Unknown
10620,Yes,43,84,42,0,0,5,0,9,13,2,34,7,0,0,26,48,2-High,Town,Professional,Yes
10621,No,46,438,40,0,4,0,0,141,4,3,55,15,0,0,28,21,2-High,Other,Other,No
10622,Yes,117,838,42,296,0,11,0,173,55,3,148,103,0,0,28,22,2-High,Other,Other,Unknown
10623,No,50,274,50,0,0,1,0,56,21,10,93,14,1,1,28,42,2-High,Suburban,Other,Unknown
10624,No,64,294,41,85,0,3,0,15,1,0,85,44,0,1,22,44,4-Medium,Other,Other,No
10625,No,25,52,17,21,0,2,0,9,5,3,21,4,0,0,26,32,1-Highest,Suburban,Professional,Yes
10626,No,35,143,45,0,0,0,0,37,9,1,54,21,0,0,26,28,3-Good,Town,Other,Unknown
10627,Yes,87,735,100,0,0,7,3,141,49,21,241,58,0,2,26,50,4-Medium,Town,Other,Yes
10628,No,50,158,50,0,0,5,0,2,2,0,44,6,0,0,26,28,4-Medium,Other,Other,Unknown
10629,No,97,281,105,0,2,3,0,30,14,6,94,24,0,1,24,34,5-Low,Other,Professional,No
10630,Yes,111,755,52,222,0,3,2,286,53,14,161,79,0,0,24,60,3-Good,Other,Professional,Yes
10631,No,50,235,50,0,0,0,0,62,17,1,39,26,0,0,22,31,1-Highest,Other,Other,Unknown
10632,No,34,130,30,8,1,0,0,7,6,0,24,16,0,0,24,54,2-High,Suburban,Clerical,Yes
10633,Yes,48,0,49,0,0,0,0,0,0,0,0,0,0,0,28,52,7-Lowest,Other,Other,Yes
10634,No,80,639,61,47,0,4,2,172,21,13,103,84,0,0,26,36,4-Medium,Rural,Crafts,Yes
10635,Yes,85,649,50,100,0,8,0,51,21,1,95,16,0,1,26,42,2-High,Suburban,Other,Yes
10636,No,139,2070,75,152,0,14,0,1128,62,45,254,183,0,0,28,24,2-High,Other,Other,No
10637,Yes,37,140,30,8,0,0,0,54,2,0,35,10,0,0,26,37,7-Lowest,Other,Other,No
10638,No,132,976,100,125,0,4,0,115,41,9,139,88,0,0,24,48,4-Medium,Town,Self,Yes
10639,Yes,34,127,45,0,0,1,0,0,3,0,33,14,0,0,28,64,2-High,Suburban,Other,Yes
10640,No,19,105,19,0,0,0,0,1,2,0,16,8,0,0,26,48,2-High,Town,Other,Unknown
10641,Yes,68,845,60,44,0,1,5,293,6,4,112,43,0,1,22,30,2-High,Town,Professional,Yes
10642,No,34,116,30,0,0,0,0,9,9,0,19,23,0,0,24,40,2-High,Other,Other,No
10643,No,86,465,58,108,0,9,0,84,12,0,91,63,0,1,22,52,5-Low,Suburban,Professional,Yes
10644,No,51,230,42,33,0,1,0,4,4,2,33,13,0,0,22,30,2-High,Suburban,Professional,Yes
10645,No,85,1461,60,136,0,1,12,75,23,1,71,78,0,1,24,46,5-Low,Other,Other,Unknown
10646,No,53,508,50,8,0,4,0,20,11,2,127,10,0,1,28,46,3-Good,Suburban,Other,No
10647,No,57,228,70,0,0,3,0,63,12,0,74,5,0,1,22,44,2-High,Town,Other,Yes
10648,No,120,790,50,230,0,2,3,297,36,10,123,19,0,1,22,52,3-Good,Suburban,Other,Yes
10649,No,80,1512,45,104,0,22,1,393,270,122,472,664,0,26,26,38,3-Good,Other,Other,Yes
10650,No,34,115,30,0,2,0,0,7,1,0,14,12,0,0,26,64,2-High,Town,Retired,No
10651,No,30,84,40,0,0,1,0,0,0,0,9,4,0,0,22,51,3-Good,Town,Other,No
10652,No,33,76,30,0,0,0,0,17,6,2,29,9,0,0,22,36,2-High,Town,Other,Yes
10653,No,63,616,60,40,0,30,4,134,81,24,270,86,0,6,24,53,4-Medium,Other,Other,No
10654,No,50,335,50,0,0,17,2,65,7,1,118,32,0,0,24,26,3-Good,Other,Other,Yes
10655,No,71,195,70,0,0,0,4,58,12,3,44,12,0,0,24,46,5-Low,Rural,Other,No
10656,No,72,772,60,65,0,5,1,219,35,8,129,99,0,4,22,72,2-High,Other,Other,No
10657,No,39,342,35,8,1,5,0,106,15,1,29,36,0,1,28,28,3-Good,Suburban,Other,Unknown
10658,No,104,1083,85,0,1,13,0,320,52,9,222,65,0,1,24,44,2-High,Other,Professional,Unknown
10659,No,153,692,40,292,5,9,0,244,52,8,110,170,0,0,26,59,4-Medium,Other,Other,Unknown
10660,No,32,108,30,7,0,0,0,7,4,1,36,24,0,0,28,62,2-High,Other,Other,Unknown
10661,No,34,59,45,0,0,0,0,0,0,0,0,0,0,0,24,46,2-High,Suburban,Other,Yes
10662,No,30,46,30,0,0,0,0,0,10,0,11,10,0,0,22,24,2-High,Town,Other,No
10663,Yes,51,100,50,0,0,0,0,3,2,0,16,3,0,0,22,58,2-High,Suburban,Other,No
10664,Yes,98,1708,95,40,2,24,2,298,136,38,277,180,0,2,22,64,6-VeryLow,Other,Other,Unknown
10665,No,50,206,50,0,0,0,0,48,5,0,33,9,0,0,28,70,2-High,Other,Other,Yes
10666,Yes,41,295,40,6,0,1,0,35,1,0,16,79,0,0,24,21,3-Good,Other,Other,Unknown
10667,No,39,98,30,19,0,0,0,0,0,0,2,0,0,0,24,42,6-VeryLow,Other,Other,Unknown
10668,Yes,144,343,88,0,70,4,0,49,6,1,64,9,0,0,22,42,1-Highest,Other,Other,Yes
10669,Yes,29,33,30,0,0,0,0,0,11,0,29,1,0,0,24,50,3-Good,Other,Homemaker,Yes
10670,No,30,171,30,0,0,0,0,58,2,1,36,3,0,0,28,66,1-Highest,Town,Other,Yes
10671,No,27,62,37,0,0,2,0,1,2,0,22,3,0,0,28,40,3-Good,Town,Other,Unknown
10672,No,26,21,25,0,0,0,0,0,0,0,2,1,0,0,22,66,4-Medium,Suburban,Other,Yes
10673,Yes,59,512,50,15,0,12,14,40,37,9,190,48,0,0,24,52,2-High,Other,Professional,Yes
10674,No,87,696,60,83,0,10,0,185,46,2,179,111,0,0,22,30,3-Good,Other,Other,No
10675,No,96,370,30,182,0,3,2,119,20,6,57,106,0,1,22,46,2-High,Suburban,Professional,Unknown
10676,No,35,298,35,9,0,4,0,142,22,15,49,49,0,0,26,56,2-High,Other,Crafts,Yes
10677,Yes,150,2042,60,288,0,16,3,297,31,17,166,130,0,4,22,56,2-High,Suburban,Other,Unknown
10678,No,41,296,39,31,0,1,4,38,8,0,62,33,0,0,26,44,2-High,Town,Other,Yes
10679,Yes,63,246,72,0,0,2,0,27,16,1,67,15,0,0,26,34,1-Highest,Suburban,Other,Unknown
10680,Yes,52,104,50,0,2,0,0,2,1,0,21,5,0,0,26,38,2-High,Suburban,Professional,No
10681,No,53,1066,40,34,0,5,4,230,21,1,89,101,0,0,28,52,2-High,Other,Professional,Yes
10682,Yes,40,477,40,0,0,10,1,61,32,11,114,78,0,1,28,30,2-High,Other,Professional,No
10683,No,13,133,12,1,0,0,0,23,23,1,53,39,0,0,28,52,4-Medium,Suburban,Crafts,Unknown
10684,No,74,2278,71,31,0,16,0,331,139,21,115,227,0,3,28,26,1-Highest,Other,Other,Unknown
10685,Yes,63,440,41,69,3,2,0,78,40,12,118,84,0,0,24,26,2-High,Other,Other,Unknown
10686,Yes,42,0,42,0,0,0,0,0,0,0,0,0,0,0,26,56,2-High,Suburban,Other,Yes
10687,Yes,17,16,17,0,0,0,0,0,0,0,8,4,0,0,22,52,1-Highest,Other,Other,Unknown
10688,No,62,130,60,8,0,7,0,14,3,0,53,20,0,0,26,36,3-Good,Suburban,Other,Yes
10689,No,51,362,35,38,0,11,0,109,11,3,90,66,0,0,28,46,3-Good,Suburban,Other,Unknown
10690,No,75,425,70,14,0,4,0,115,15,0,72,16,0,2,22,45,4-Medium,Other,Other,Unknown
10691,Yes,79,835,10,261,1,2,0,218,52,13,147,133,0,10,22,48,3-Good,Other,Other,Yes
10692,Yes,30,229,30,0,0,1,0,43,43,5,98,34,0,1,24,44,3-Good,Other,Clerical,No
10693,No,84,511,75,0,7,5,2,61,26,0,66,40,0,0,28,48,5-Low,Other,Other,Unknown
10694,No,296,1916,76,666,14,21,1,449,80,1,794,60,0,12,22,34,2-High,Suburban,Other,Yes
10695,Yes,33,69,30,0,0,0,0,4,4,4,20,4,0,0,28,58,1-Highest,Other,Other,Yes
10696,Yes,47,183,32,47,0,2,0,19,8,1,57,30,0,0,26,51,2-High,Suburban,Other,Unknown
10697,No,42,97,42,0,0,0,0,2,10,1,21,5,0,0,22,52,2-High,Suburban,Other,No
10698,No,15,13,15,2,0,0,0,0,1,0,4,3,0,0,26,70,2-High,Suburban,Self,Yes
10699,No,94,1238,85,30,0,3,2,517,23,26,225,81,0,4,26,44,3-Good,Town,Professional,Yes
10700,No,59,1015,70,9,0,5,0,178,116,50,95,187,0,5,22,55,4-Medium,Other,Other,Unknown
10701,Yes,36,0,30,0,0,0,0,0,0,0,0,0,0,0,28,68,2-High,Other,Other,Yes
10702,No,31,158,30,5,0,1,1,16,12,4,25,36,0,0,26,57,2-High,Other,Other,Unknown
10703,No,25,344,40,23,0,0,3,55,21,0,63,29,0,0,28,32,2-High,Other,Professional,No
10704,No,30,167,30,0,0,4,0,26,0,0,37,60,0,0,22,40,2-High,Suburban,Clerical,Yes
10705,Yes,78,330,60,0,0,8,0,23,26,5,131,38,0,0,22,40,5-Low,Other,Other,No
10706,Yes,64,254,30,90,0,2,0,33,11,0,48,42,0,0,24,61,3-Good,Town,Other,Unknown
10707,Yes,61,279,70,0,0,2,0,35,10,0,51,29,0,0,26,46,1-Highest,Other,Other,Unknown
10708,Yes,115,740,45,118,35,16,0,224,18,2,64,84,0,2,22,63,3-Good,Other,Other,Unknown
10709,No,85,254,80,0,3,7,0,32,8,0,54,19,0,0,26,42,2-High,Other,Other,Yes
10710,Yes,45,50,45,0,0,1,0,5,2,1,19,1,0,0,24,38,2-High,Rural,Other,No
10711,No,96,2634,85,41,0,10,5,511,156,49,364,598,0,37,24,52,5-Low,Town,Other,Yes
10712,Yes,50,216,50,0,0,8,2,27,0,1,59,15,0,1,28,30,6-VeryLow,Suburban,Other,No
10713,No,34,99,30,3,0,4,0,18,12,1,20,16,0,0,24,46,3-Good,Other,Professional,Yes
10714,No,142,1029,75,112,35,6,0,168,40,2,193,60,0,2,22,48,2-High,Rural,Other,No
10715,No,54,559,60,0,0,20,5,48,42,6,59,97,0,1,26,25,5-Low,Other,Other,Unknown
10716,Yes,97,701,50,154,0,2,0,115,3,1,110,63,0,0,26,46,5-Low,Town,Other,Yes
10717,No,35,36,35,0,0,1,0,0,3,0,6,7,0,0,22,26,2-High,Town,Professional,Yes
10718,Yes,62,204,30,78,3,8,0,51,21,4,39,63,0,1,22,42,3-Good,Suburban,Other,Unknown
10719,Yes,23,49,23,0,0,4,0,6,6,0,13,13,0,0,26,32,5-Low,Other,Homemaker,Yes
10720,No,30,188,30,0,0,0,0,63,9,3,67,11,0,0,26,58,2-High,Town,Crafts,Yes
10721,No,50,284,30,48,0,2,5,7,14,3,61,16,0,0,28,32,2-High,Other,Other,No
10722,Yes,38,3,45,0,0,1,0,0,1,0,0,1,0,0,26,26,2-High,Other,Other,No
10723,No,50,604,31,74,0,17,0,121,48,5,156,132,0,1,26,24,7-Lowest,Other,Other,No
10724,Yes,30,25,30,0,0,2,0,1,2,0,6,5,0,0,24,50,5-Low,Other,Retired,Yes
10725,No,30,62,30,0,0,0,0,11,1,0,7,13,0,0,22,48,2-High,Suburban,Professional,Yes
10726,No,54,54,50,0,3,0,0,0,1,0,6,2,0,0,22,54,2-High,Suburban,Other,Yes
10727,No,38,276,35,0,0,3,0,58,37,7,67,88,0,0,22,37,5-Low,Other,Other,Unknown
10728,Yes,34,294,34,1,0,20,4,56,17,4,55,32,0,0,26,30,3-Good,Other,Other,Yes
10729,Yes,160,873,70,234,0,3,0,265,35,12,134,59,0,0,28,39,6-VeryLow,Other,Other,Unknown
10730,No,40,138,30,30,0,2,0,1,0,0,28,20,0,0,24,50,2-High,Town,Other,Yes
10731,No,48,62,55,0,0,0,0,5,6,0,12,12,0,0,24,28,2-High,Other,Professional,No
10732,No,20,78,20,1,0,0,0,0,8,0,25,7,0,0,26,44,2-High,Other,Professional,No
10733,No,30,369,30,0,0,5,0,136,3,7,249,48,0,4,28,32,1-Highest,Suburban,Student,Unknown
10734,No,32,192,31,0,0,5,4,5,12,1,35,58,0,0,26,52,5-Low,Other,Other,No
10735,Yes,76,1253,60,71,0,18,0,360,32,10,107,111,0,7,28,40,2-High,Suburban,Other,Yes
10736,Yes,73,532,80,0,0,6,0,82,13,13,108,65,0,2,22,32,5-Low,Other,Other,No
10737,Yes,49,276,50,20,0,1,0,66,23,2,59,61,0,1,24,47,5-Low,Other,Other,Unknown
10738,Yes,37,20,39,0,0,8,0,0,1,0,2,0,0,0,22,26,2-High,Suburban,Other,No
10739,No,47,802,45,0,0,6,0,238,49,27,164,176,0,3,22,49,2-High,Suburban,Other,Unknown
